#Organism group,Host,Source type,Create date,Location,Food origin,Collection date,
Listeria monocytogenes,bovine,animal,2014-07-09T15:05:34Z,USA,Germany,1985,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:01Z,USA: Iowa,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:01Z,USA: Michigan,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:01Z,USA: Idaho,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:01Z,USA: Virginia,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:01Z,USA: New York,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:02Z,USA: Colorado,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:02Z,USA: Arkansas,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:02Z,USA: South Dakota,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:02Z,USA: California,,2002,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:02Z,USA: South Dakota,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:03Z,USA: Illinois,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:03Z,USA: Texas,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:03Z,USA: Wisconsin,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:03Z,USA: South Dakota,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:03Z,USA: South Dakota,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:04Z,USA: Nevada,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:04Z,USA: Maine,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:04Z,USA: Pennsylvania,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:04Z,USA: Texas,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:04Z,USA: Michigan,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:05Z,USA: Kansas,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:05Z,USA: Kansas,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:05Z,USA: California,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:05Z,USA: West Virginia,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:05Z,USA: Texas,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:06Z,Canada: Saskatchewan,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:06Z,Canada: Saskatchewan,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:06Z,Canada: Alberta,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:06Z,USA: North Carolina,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:06Z,Canada: Ontario,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:06Z,USA: Illinois,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:07Z,USA: Illinois,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:07Z,USA: Nevada,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:07Z,USA: Arizona,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:07Z,USA: Illinois,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:07Z,USA: Missouri,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:08Z,USA: Arkansas,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:08Z,USA: Iowa,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:08Z,USA: Iowa,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:08Z,USA: Ohio,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:08Z,USA: Ohio,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:09Z,USA: Illinois,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:09Z,USA: North Carolina,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:09Z,USA: Iowa,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:09Z,USA: Oklahoma,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:09Z,USA: Virginia,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:10Z,USA: North Carolina,,2002,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:10Z,USA: Virginia,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:10Z,USA: Texas,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:10Z,USA: Texas,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:10Z,USA: Washington,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:11Z,USA: Idaho,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:11Z,USA: Nebraska,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:11Z,USA: Vermont,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:11Z,USA: New Hampshire,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:11Z,USA: Ohio,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:12Z,USA: Ohio,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:12Z,Canada: Alberta,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:12Z,Canada: British Columbia,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:12Z,USA: New York,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:13Z,USA: Minnesota,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:13Z,USA: California,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:13Z,Canada: Alberta,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:13Z,USA: Oklahoma,,2003,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:14Z,USA: Ohio,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:14Z,USA: Ohio,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:14Z,USA: Iowa,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:14Z,USA: Oklahoma,,2002,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:14Z,USA: Iowa,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:15Z,USA: South Dakota,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:15Z,USA: South Dakota,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:15Z,USA: Minnesota,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:15Z,USA: Connecticut,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:15Z,USA: Vermont,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:16Z,USA: New Hampshire,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:16Z,USA: Arizona,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:16Z,USA: Illinois,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:16Z,USA: Iowa,,2002,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:17Z,USA: Oklahoma,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:17Z,USA: Arkansas,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:17Z,USA: Nebraska,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:17Z,USA: Nebraska,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:18Z,USA: Nebraska,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:18Z,USA: Kansas,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:18Z,USA: Kansas,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:18Z,USA: Colorado,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:19Z,USA: Wisconsin,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:19Z,USA: Iowa,,2002,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:19Z,USA: California,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:19Z,USA: Pennsylvania,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:19Z,USA: Washington,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:20Z,USA: Idaho,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:20Z,USA: Idaho,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:20Z,USA: Oregon,,2004,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:20Z,USA: South Dakota,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:20Z,USA: Montana,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:21Z,USA: Maine,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:21Z,USA: North Carolina,,2002,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:21Z,USA: New York,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:21Z,USA: Idaho,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:21Z,USA: Oklahoma,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:21Z,USA: Nebraska,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:22Z,USA: South Dakota,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:22Z,USA: Nebraska,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:22Z,USA: Michigan,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:22Z,USA: Iowa,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:22Z,USA: Iowa,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:22Z,USA: Pennsylvania,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:23Z,USA: Illinois,,2002,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:23Z,USA: Oregon,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:23Z,USA: Washington,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:23Z,USA: Nevada,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:23Z,USA: California,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:24Z,USA: North Carolina,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:24Z,USA: North Carolina,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:24Z,USA: Illinois,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:24Z,USA: Illinois,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:24Z,USA: Texas,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:25Z,USA: Kansas,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:25Z,USA: Texas,,2002,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:25Z,USA: Texas,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:25Z,USA: Kansas,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:25Z,USA: Oklahoma,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:26Z,USA: Minnesota,,2005,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:26Z,USA: Nebraska,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:26Z,USA: Missouri,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:26Z,USA: California,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:27Z,USA: Ohio,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:27Z,USA: Ohio,,2006,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:27Z,USA: Idaho,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:27Z,USA: Missouri,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:28Z,USA: Oklahoma,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:29Z,USA: California,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:29Z,USA: Illinois,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:29Z,USA: Minnesota,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:29Z,USA: Oklahoma,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:31Z,USA: Oklahoma,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:31Z,Canada: British Columbia,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:31Z,USA: Michigan,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:32Z,USA: Pennsylvania,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:32Z,USA: North Carolina,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:32Z,USA: Colorado,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:33Z,USA: Ohio,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:33Z,USA: Iowa,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:33Z,USA: Florida,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:33Z,USA: California,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:34Z,USA: Texas,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:34Z,USA: Arkansas,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:34Z,USA: California,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:34Z,USA: Vermont,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:35Z,Canada: Saskatchewan,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:35Z,USA: Maryland,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:35Z,USA: Nebraska,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:36Z,USA: Minnesota,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:36Z,USA: Florida,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:36Z,USA: Florida,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:36Z,USA: Iowa,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:37Z,USA: New York,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:37Z,Canada: Alberta,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:37Z,USA: Pennsylvania,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:37Z,USA: Ohio,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:38Z,USA: Arkansas,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:38Z,USA: Arkansas,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:38Z,USA: Ohio,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:38Z,USA: Ohio,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:38Z,USA: South Dakota,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:39Z,USA: Minnesota,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:39Z,USA: North Carolina,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:39Z,USA: Texas,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:39Z,USA: Texas,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:39Z,USA: North Carolina,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:40Z,Canada: Ontario,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:40Z,Canada: Ontario,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:40Z,USA: Iowa,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:41Z,USA: Wisconsin,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:41Z,USA: West Virginia,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:42Z,USA: Nebraska,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:42Z,USA: Kansas,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:43Z,USA: Colorado,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:43Z,USA: Illinois,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:43Z,USA: Oklahoma,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:43Z,Canada: Alberta,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:44Z,Canada: Saskatchewan,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:44Z,Canada: Alberta,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:44Z,USA: Pennsylvania,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:44Z,USA: Vermont,,2008,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:45Z,USA: Iowa,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:45Z,USA: Louisiana,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:45Z,USA: North Carolina,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:46Z,Canada: Ontario,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:47Z,USA: Oklahoma,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:47Z,Canada: Ontario,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:47Z,USA: Arkansas,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:48Z,USA: Illinois,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:48Z,USA: Texas,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:48Z,Canada: Alberta,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:48Z,USA: Ohio,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:49Z,USA: California,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:49Z,USA: Vermont,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:50Z,USA: South Dakota,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:50Z,USA: Arkansas,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:51Z,USA: North Carolina,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:51Z,USA: Michigan,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:51Z,USA: Virginia,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:51Z,USA: New York,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:52Z,Canada: Saskatchewan,,2009,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:54Z,USA: New Hampshire,,2007,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:54Z,USA: Arizona,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:54Z,Canada: Saskatchewan,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:55Z,USA: South Dakota,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:55Z,USA: California,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:55Z,Canada: Alberta,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:55Z,USA: Arkansas,,2010,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:56Z,USA: Illinois,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:56Z,USA: Virginia,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:56Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:56Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:57Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:57Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:57Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:57Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:57Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:57Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:58Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:58Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:58Z,USA: Maine,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:58Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:58Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:58Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:59Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:59Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:59Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:59Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:47:59Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:00Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:00Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:00Z,USA: Michigan,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:00Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:00Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:01Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:01Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:01Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:01Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:01Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:02Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:02Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:02Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:02Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:03Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:03Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:03Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:03Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:03Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:04Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:04Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:04Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:04Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:05Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:05Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:05Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:05Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:05Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:06Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:06Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:06Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:06Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:06Z,USA: Kansas,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:07Z,Canada: Ontario,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:07Z,Canada: Ontario,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:07Z,USA: Kansas,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:08Z,USA: Missouri,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:08Z,USA: Missouri,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:08Z,USA: Missouri,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:09Z,USA: Missouri,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:09Z,USA: Missouri,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:09Z,USA: Missouri,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:09Z,USA: Missouri,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:09Z,USA: Missouri,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:10Z,USA: California,,2011,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:10Z,USA: Missouri,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:10Z,USA: Missouri,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:11Z,USA: Tennessee,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:11Z,USA: Tennessee,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:11Z,USA: Tennessee,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:11Z,USA: Tennessee,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:11Z,USA: Tennessee,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:12Z,USA: Tennessee,,2013,
Mannheimia haemolytica,Bos taurus,,2023-01-20T23:48:12Z,USA: Tennessee,,2013,
